order_id,customer_id,order_date,total_amount,status
fa5d306f-7eb9-4f21-8019-a5287143b775,9c816087-bd1e-45b7-9999-fee38d2d8b21,2023-01-21 17:59:49,333.96,cancelled
f8ed591b-ba87-4f09-ac00-28a2e8de6522,d4222318-68f2-493d-8755-eb4f2824ff63,2023-08-19 07:06:58,849.6,cancelled
7b30ec79-7ae7-4901-aa7b-b2680ea8e1de,04347d73-de3b-419a-b2c8-cc5bee7b8e29,2023-12-08 19:37:55,1863.23,pending
ce736379-9232-4af4-9e8f-bca14c3bd5ec,6b89d30a-c5b5-40e0-a0ab-349666b7d581,2023-10-03 02:09:36,1873.26,pending
cfc11c98-f2e6-4e90-979a-1ad766282f17,dd85dd67-c169-4268-8954-ff35710d1828,2023-04-29 23:03:35,1690.44,completed
f155af49-6f8d-4585-be58-4c4b51c41735,116d2818-fb53-413c-af28-c7983000b345,2023-08-10 00:56:04,1247.62,completed
00718abd-3878-484e-95b9-31bcf6b2468b,1d9ec43f-b24e-44df-82e8-beebfab8a7fe,2024-02-14 00:03:38,1056.96,pending
591361d6-6255-4cc8-852b-009d4d21d12d,01061e4e-717c-467f-83aa-20b0fa22f7a7,2023-07-31 16:16:00,1623.33,completed
61d13caa-8d6d-4547-9eb3-dc8966993f20,65018858-6476-4cff-81b9-049db3462f9a,2023-01-01 15:27:42,1754.16,cancelled
f45f18d6-e9ce-4308-9874-464d50f470b2,638e50a8-b39c-4790-97db-1a7540036a7b,2023-02-21 11:31:49,2067.61,pending
6396d2a5-e416-4ae7-bec6-f2eaff137e38,27c274f6-7e5d-43fc-bc7f-446ed6bd95e5,2023-06-24 20:24:15,951.45,completed
6fc3533a-9c68-4748-8e7f-783fa31fac03,0ef4d75e-ee8c-4c9a-a57a-a632a6e948cb,2023-02-20 22:48:07,2128.05,cancelled
179686ca-dd86-4c6e-b765-6283eeae9155,c6877fa4-359d-429f-b006-05bcb1af0560,2023-04-04 04:29:11,1717.93,pending
14441d63-4511-4571-bbaa-0ce2cb4abb3a,508e7484-68fa-4198-adc9-9fac149fe21e,2023-10-11 11:08:12,193.15,completed
f729cce6-318b-4efc-b4c1-3b4d6de5524e,711f660c-110f-4111-bef5-6372ed5885c7,2023-10-18 22:55:49,903.37,cancelled
dffdbf68-83a0-463a-9638-de7b3923e910,a3dcb5ba-9bd9-4e28-80fe-18497e0e7282,2023-06-16 20:42:45,1539.44,completed
3138af25-7ae8-4cac-b610-12e1bbfab802,957ed0a4-3cc6-435e-bc59-a9c4a7222b31,2023-07-02 10:39:25,1305.44,completed
7ccb2aa8-974b-491c-81b5-95c3eb5b948d,dee8ef7f-836f-4200-b955-c2d653d47b08,2023-03-09 08:47:41,1324.84,cancelled
5a724381-d09b-47b7-8ba9-615b7b98010a,b2e916d6-da6c-46cb-84a0-b14c0093e5d1,2023-04-01 00:32:15,2936.45,cancelled
7fd4e390-054f-44e6-9d83-f575e0c33020,b7f7af56-eeaa-4900-a781-161c00bf5b1e,2023-03-07 01:51:47,2049.83,completed
813b40ee-b3a7-4f14-8670-efad7e1b7c3d,1c6dc300-e009-4fb3-a2d1-4cda17f29162,2023-08-13 01:11:17,694.32,completed
fd645e73-8a5d-4f1f-afba-6ef0655bcf20,f0f441b6-4605-4e90-8747-59a0414de801,2023-10-03 18:26:55,924.26,completed
368fcaf8-d319-4bcc-a7b7-181f85f19e56,519cf12d-c575-41c7-8046-65e1389f4190,2023-06-09 04:25:52,842.4,cancelled
806355ca-cba9-4d40-9c0d-d4fff244bf9f,320c748a-0dd6-40f6-b298-eceedc88bae2,2023-11-10 22:28:23,1925.91,pending
70d74571-0f65-4ddd-85d9-fa6420df30a7,f5c204da-d548-47e0-898d-3f1be99bc2e2,2023-11-17 21:43:11,1308.27,pending
8cea94c5-0c86-4391-ba2b-13555708cf68,508e7484-68fa-4198-adc9-9fac149fe21e,2024-01-28 15:49:59,995.18,completed
3f365797-4aec-4788-b422-a3777bd3c8f5,70478ba7-1642-4624-8f54-da8f1807d9f1,2024-02-20 15:05:07,385.84,cancelled
3a1422aa-748d-40c3-8366-5d421935aee0,cc2fb123-e3e4-4174-ba52-a7390a1b4011,2023-08-05 13:36:30,754.24,cancelled
92e7ca25-f9a5-4adf-a7ec-bf1f7833147c,d73bac21-acb2-4526-8f27-1338ee721d2c,2023-07-14 04:56:38,739.36,pending
946c66e5-15de-41b5-9f57-0cf12c622737,833b376b-0a1e-413d-827e-50bd761e6dea,2023-09-28 15:43:38,633.38,cancelled
91f60311-04d4-43aa-9f87-eba893de69b9,c75cd038-1b21-4dec-8832-1e29e4125053,2023-08-02 20:14:45,1485.06,pending
6e87ddf4-8fb7-4e53-ac8c-2841a7082309,1530eddc-f8a9-4440-80fa-2911c98e4c85,2023-09-26 08:24:51,182.16,completed
7b2106a6-1470-4d9e-964a-ed1664eadcee,dfc602a7-dc5b-4541-95ed-e54fddbc18fa,2023-05-02 13:29:26,1964.33,completed
5034d012-663c-46fa-8e19-3864a1705223,c03e7768-ea94-4bf8-b7ac-e85a93500611,2024-03-10 14:35:42,2199.92,completed
ae15a990-3b2b-46d6-8683-f33e20f3b85f,fe872f9f-960d-402f-bdd1-12d63903616f,2023-12-04 17:16:11,786.96,pending
b3bf58cf-5287-4dd9-9495-c814c5aa6d0b,9ed5da49-3613-4518-94de-583d901b2028,2023-02-13 02:14:50,166.53,cancelled
23ef7004-f596-4939-be19-e3a15cd322cb,7780389b-4c5f-48b7-a569-74d87f3ea527,2023-06-05 18:54:42,490.71,pending
4b417d02-d4e4-4e40-9a83-0bea2629f880,61f702c4-d6ca-4b74-8772-dc6ebc675df1,2023-02-13 12:03:43,1836.17,pending
eec41f0c-a580-4307-8c8e-5141fc9acae6,aea764ca-49e9-45c8-a1ee-da631755fde7,2023-07-05 19:49:23,545.91,completed
50ba18de-ab31-4b32-8e30-9f971e15c684,770c1b8b-e074-4c16-9949-464f05b83f34,2023-05-10 01:48:01,2030.33,completed
002ce865-d4a8-4425-8b5c-175a322d6603,d0af2c60-e834-4b09-b2c8-e0da2a724798,2023-04-30 16:47:20,3568.47,cancelled
f876c325-6c60-44c2-8d6f-7b8b0f62c19c,61c67a45-625a-4ca6-a3de-f4f6cab2e3c8,2023-04-25 23:24:35,849.75,cancelled
fcf98c93-e0ec-44df-adfe-d595dd3caa51,c763a987-d6cc-4d7f-8a16-6fc909352cd4,2023-07-25 00:10:47,1909.19,completed
6af17e37-99b7-4a10-a09c-cdac3cbb5d69,10a732fc-6336-4a9c-9525-8e89b2d1a459,2023-11-25 23:30:10,822.48,pending
97e91b14-c665-48d4-9bc7-a7cd06c4ea28,789deed9-5a6a-42c9-a30f-47b703c6f00e,2023-04-17 13:47:39,1386.21,cancelled
ecd8c1c3-d257-495b-9d41-ff8cc99255e6,a42af2e2-1080-4a4d-a02e-ce6cef71a442,2023-11-28 03:49:38,1218.9,cancelled
5f90877f-5e62-41b2-b874-3cdeaf10bc6f,35d7adee-7e65-4703-b3ab-b9bb534dc1ae,2023-07-31 06:26:34,2854.34,cancelled
77373a32-d4bf-4c7f-a127-2ff1c919102d,bc2dbba9-28bd-4cd2-81e7-1df6e3470e24,2023-08-25 18:37:52,2669.77,cancelled
342a603f-e0e4-4a4c-9cd7-b657747fcf6c,03a7a2ca-6d01-414e-a2bc-e0c7df7c704c,2023-05-13 16:51:55,246.43,cancelled
8c51a8be-42a6-4b71-a5f7-da89532a53bf,b7f7af56-eeaa-4900-a781-161c00bf5b1e,2023-09-04 23:11:22,594.12,pending
05700b89-2a5c-463d-a12b-c9d9e73617f6,81502d0a-c389-480b-b557-50262201b519,2023-06-07 16:53:24,1228.77,completed
342f738e-48fa-40e3-b3c7-560650e62167,09efe196-8b65-4504-b719-76fc70b02108,2023-12-25 18:05:34,1256.82,pending
775acfd7-fb54-46bb-9396-ea6aa2af7e3d,0eebb8b3-e844-42e6-b735-44e1eed98dfd,2023-08-18 08:03:31,347.94,cancelled
337aa598-db3b-4aba-a3e4-da0e068a2385,01cd5737-9032-4d0e-8687-7aed9b0a8df8,2023-04-07 16:14:17,2869.41,cancelled
9900750d-e549-4eb3-94e1-9a869eb783f0,b706b9d3-82ad-4653-8874-a4cd6dec1c29,2024-01-22 17:15:18,2197.49,completed
76b3a86d-a769-403f-92eb-b89f553aefea,1f305490-5208-4556-81c0-a069c4b9feec,2023-01-07 14:19:22,702.9,cancelled
22466488-40b6-46ac-a674-cc50e07c93ab,04b3fbc0-c280-4cdf-a223-aa7450f51e72,2023-05-17 02:20:21,2137.89,completed
90da241d-9441-43a0-9e79-62358436efd9,568349f9-d855-4851-8e11-d6765f5d0612,2023-10-07 00:25:13,2521.98,pending
0f69755b-7255-4e95-8d3c-7c3752e95887,18f09d80-b608-43ce-beea-019c16af7d3e,2023-03-20 09:24:40,1001.64,completed
8b4c1b42-cd2d-487e-815b-c5894468bcc9,3bd0447f-b7a2-4001-81b8-885acec3df93,2023-01-20 14:53:17,691.9,pending
a065c242-2e6e-4777-a772-f81cf10a8798,e130e0f6-1d1e-407c-9803-2d5768f884ef,2023-07-03 23:59:58,879.72,completed
41acf12b-1ca7-4747-88cb-916463ba5390,964a1d99-efba-4646-b994-701be27a18ca,2023-03-16 00:11:26,2611.7,cancelled
a587c19e-e247-4249-a1ce-85ad3f789313,745480cc-d1c9-4cd0-874d-54a7ef15e548,2023-12-04 13:13:30,1336.19,pending
73073297-86bb-48d9-83e2-6dc4bb230bd6,4a46452a-2ee6-46c2-a5bd-17225f1f54dc,2023-06-17 20:55:40,2541.96,pending
4ae89e5b-781f-4056-9323-544124c97b2e,37c320af-dacd-4f7e-925c-a8147b0c9996,2024-02-26 10:42:54,46.61,pending
7be04225-7a68-4802-806c-a91763d75d54,03c4f03e-e0b4-4fb2-afa5-4674b3ce9776,2024-02-09 06:09:06,2821.5,pending
7f7e473b-827f-46bc-a954-68215de82679,2d7a1bba-ee9f-472b-9b4b-fee4f02a8768,2023-02-08 10:27:57,1325.45,pending
d27f3713-0b1e-4f2d-bbd0-99fdda64558e,cef17bde-046f-44a8-8fe2-935e65f3b06d,2024-01-30 15:28:39,1495.24,completed
55e125a0-9692-4c92-9b36-562507dac130,c9402440-433f-423a-a553-45ce1f4786c0,2023-08-12 10:14:36,814.31,pending
edf558e3-362f-4d55-8343-d957922531d6,c9677f55-3d94-488f-a5a3-7c223ec2044e,2023-09-07 04:04:43,1238.61,completed
0cdd7b3c-409c-455d-bc58-f268a7b83cb2,678b9e64-9e4f-425c-b9a2-2ea6401bf37e,2023-06-19 03:57:48,386.32,completed
b5f62c88-8224-4215-b07e-a4a06276eec2,5157a95b-069c-4d5a-af56-bb9d69f5184c,2023-06-15 21:25:25,1274.42,pending
6fc82a74-46dd-4f40-b2f0-3fc54d79181e,c5bc8f0e-0cc9-4e46-a084-562f0fbeed82,2023-05-16 00:48:55,1538.21,pending
aed3865f-6204-4241-b129-1c92df5418cb,ab5d41a8-97a1-41ec-96cc-7b1da74ed3db,2023-02-10 22:40:54,909.48,pending
302fa519-63fc-47cc-ae86-0fb4ce6b9a6e,d3d03f58-d6c6-490b-98b7-18173cc82c0f,2023-05-16 03:25:14,751.53,pending
b086c228-3758-4173-b1ec-ad2dc3368d0d,e16523b0-cc26-495d-9736-422e63cf7de6,2023-07-24 06:13:40,1015.8,cancelled
69387247-e822-4cdf-a182-bbee668a5227,a170904e-beb0-4ae4-b9e7-0f82c0f5de2d,2023-03-14 12:24:16,964.62,completed
7079d056-a715-40ac-bffd-57c5edb360c4,3205eedb-21b2-4102-a328-7ba710c54324,2023-05-29 14:45:21,277.98,pending
18f7263d-b046-4fa3-af29-918261bbc0b5,fd7dd2ae-597b-4504-954d-ab17c3b36024,2023-09-07 16:44:15,725.43,completed
e7f3a412-a98c-45ca-b292-d9da40767474,0916c8cc-fa03-4bc1-9f25-2915378bdc15,2023-08-12 07:26:34,1797.25,pending
3c84a32c-c1ca-4437-8a3e-5a44041844cd,d040cd06-1287-4291-bd24-7efd42f718f9,2023-12-06 02:50:29,2307.03,completed
5e15b6f2-12f9-4ab4-bed6-0557f89282db,73f948c2-1a26-4cfa-af66-c1b07faab979,2023-04-14 22:57:39,2218.06,pending
68c8c97d-a848-4a31-b339-b6b603fc003f,745480cc-d1c9-4cd0-874d-54a7ef15e548,2023-04-07 06:32:29,160.17,completed
c896fded-57b9-4268-b10c-debf8b6ba3d9,8eeb0bab-6cf0-495f-a99f-1839bf5680ac,2023-02-24 20:03:46,741.95,completed
3095e9c3-8ff7-4370-a543-628a85ffbaed,44f9d6b0-dfa0-4916-a58b-00efd64d4a28,2023-06-07 09:18:36,270.67,cancelled
9a795a8d-4853-4546-b952-efac1a4b97f9,a97de10b-3909-41e3-91d1-4390e7ea9fdd,2023-12-25 14:21:17,3063.68,completed
fbd2dc8c-4fcc-43f9-a7ba-542214ee7d78,3d8bd0d5-298d-437a-8901-30484ca87a32,2024-01-09 04:17:15,672.74,completed
f82dfdf2-ecea-4872-9334-9eeefabde9b2,c9677f55-3d94-488f-a5a3-7c223ec2044e,2023-05-16 02:39:03,3005.43,completed
69c2bcdd-ec29-47d5-8176-1718dfbd01e3,c81adea2-4f25-4187-93fb-5d7942363153,2024-01-05 03:40:52,2876.56,cancelled
edecc03a-3dde-4ea2-b359-6330968c1658,7127a2ab-7c3a-4c65-a040-5f2885cf4a01,2023-10-02 17:17:00,961.03,completed
1e06c855-974f-4c56-b7d8-6e776a89a831,8aae67cc-9f22-4e60-a93d-65d9f22a5ae6,2024-02-26 03:34:39,1668.92,pending
c6bfa2aa-b27a-4035-a9d5-d634921fc0a7,4d749f42-8cad-4e62-bcae-1f085a7e6d18,2023-05-13 05:12:30,1151.23,completed
7eb6a835-980c-49cb-a6b3-5b2370648b8e,18c486b0-2fa9-4da0-8136-52daad4deccf,2023-06-12 06:15:17,1753.05,cancelled
8a86967a-5d52-4c4a-ba05-d49f5d9aef39,7b20abff-444a-4a08-9d52-d950cefac3cb,2023-10-12 23:39:39,68.82,completed
37c59fdf-362b-4c27-8dd8-0c1cd78efdbe,1dd23e89-2871-4778-b3a3-200a79cbaff5,2023-06-25 22:51:23,1588.96,pending
f5af69b5-91d5-43f4-a78d-f12b833e1fdd,e260d168-2b80-47d2-acbd-2b206369750b,2023-09-16 04:36:48,3446.85,cancelled
5a363460-85c9-4bec-8c2d-bb04031bc8a8,a5e27607-7b8f-4da5-9768-94d8d49bae79,2023-12-29 14:16:13,1470.47,completed
60cdb205-a56c-4d01-b133-2632edd54c25,c6ce60b8-999d-451f-94ec-33f7257bee1e,2023-01-17 22:40:15,3254.48,pending
fb301e8d-b647-4405-8be3-21603f398166,5619372f-5952-4596-8e5c-9d48bf0871cf,2023-02-21 15:20:50,4122.84,cancelled
c6553575-6519-48e6-99fb-93ee4176522f,7f496fee-1c35-43f9-a344-49bf1bdf9428,2023-03-04 14:42:26,623.47,cancelled
45925ce5-e3e5-4613-9088-9e711e293153,85f08cdb-08b2-4086-b8db-7db25d647b94,2024-03-10 14:06:56,1460.61,completed
3677ea4b-6901-4454-91a3-84255e800a33,7238a685-8786-4ec0-884f-79d2f8159a11,2023-08-31 07:22:42,1269.3,pending
16f4790a-f8a3-468f-a4a6-85565c54cfe7,1035e3d9-d568-455f-95e4-10469b20289e,2023-02-25 08:28:43,2638.67,cancelled
dc3cee8b-c107-488b-a415-1c832c51862f,0602e722-7de1-4522-9469-14c0d7c42b9b,2024-01-19 09:14:53,1189.12,pending
46d0baba-e392-4e9f-944e-9c7f3a9a2872,04b3fbc0-c280-4cdf-a223-aa7450f51e72,2023-01-29 18:50:42,1075.68,pending
d1c52b20-0750-4b6c-a7e0-7ca4a326c5aa,3f0039cd-9ee5-4126-bd5b-d9659b8e7b6b,2023-10-15 22:27:43,615.06,pending
839038c5-55ea-4c2d-8fdd-c0959f2e0be2,1cb01a35-e1f7-4488-b377-1ca93740e96f,2023-06-17 18:36:12,102.74,cancelled
72d62bfc-c690-4066-a990-dea518946f6f,72750ce2-9313-4f51-899a-b67c3d4d197b,2023-07-28 11:42:55,3174.22,pending
d7301271-1168-49f3-8042-08111c2152aa,3b86648f-9e38-4ca3-a03c-2939d0193e96,2023-01-30 10:56:01,2443.93,pending
e4a25729-7335-492b-aee5-aec4c2cd07fc,8a05602f-99f1-4cb3-a642-38595dba13d4,2024-03-30 05:30:14,86.66,pending
e7807f9e-2d02-4fbb-96d4-d82d93fa28d8,6488c0e3-cf03-411e-afe7-ce0b413b4789,2023-04-18 23:25:35,1581.61,completed
6fb30569-3011-4f4d-aed8-53b55c31a99f,9770cc4d-8f42-4c79-9a43-352870a52024,2023-01-09 03:55:44,613.74,pending
fc7870e4-d0d5-4d61-9055-4bc297a40fb4,e17878e6-ced8-4983-96cf-79c47f4b1a41,2023-06-08 01:01:51,1491.97,pending
36222f4c-5cce-448a-9409-b5a6005f4af8,4e73986c-57f7-4ea8-bf7d-30f96891b529,2023-06-17 07:28:31,1436.51,completed
35512098-ab58-478e-b439-0c188cbb12ff,9947a6bc-a06c-4039-8c0e-e41af324afca,2023-09-23 20:38:56,795.33,pending
cbde7f1f-3b2e-4e4e-b1c2-7f6d97741e37,8efc7f40-2286-41db-a409-260cffea265b,2023-06-10 09:02:06,37.75,completed
3a1f4219-5b74-4ca5-81c7-9495bd4af402,d7064cad-6588-4c4c-9393-1dc213403830,2024-03-07 11:19:17,113.91,completed
8c954e97-5eca-4bea-ab9a-11397fc5d3c1,e0cea1a2-efb5-44fd-9e94-a16bb364e344,2023-06-14 08:40:59,283.87,completed
c24c26dc-9d5b-4aac-a079-4e2716500bf8,92e39c09-a969-4164-943a-c7d9bdc48ab0,2023-06-07 17:38:32,231.84,pending
faafb4ed-98ee-44d4-b378-26e6eeb64da3,0a2e1a16-6c84-4c75-bf56-4577b6750a26,2024-03-22 15:43:25,1918.29,completed
5e1e4bbf-a910-4866-a285-8a0f8d43b25b,a04bc917-e5a5-4597-92ad-0fd7509db907,2024-01-26 09:04:32,2041.28,completed
f160064a-9d41-4ab9-b863-cca6c75c7eaa,f4fde970-2067-4d08-bbf3-c440693a167e,2023-03-15 13:32:24,198.93,cancelled
c6c92566-157d-4e1e-a4fe-7215db8537f9,03fede93-f435-48f6-b5ae-b931bb368240,2023-07-24 13:51:34,689.4,pending
18c0e364-2808-4a77-a65f-38c5c5c46d38,a0675944-3e3b-4aef-803e-324f865e4cc1,2024-01-21 03:52:33,3733.08,completed
c7eb8070-4759-487a-9029-efc75ba1d9e5,b2297f0b-812d-4e20-ae94-1086615741c3,2023-11-19 10:25:34,491.61,completed
876973ff-62ac-4839-97fb-eb3eb5d41539,5c5a3230-faaa-40f2-8092-17c915c7c9d0,2023-11-04 16:18:43,1865.22,pending
4b9f9541-73bc-496f-b2b4-2d793e29b929,d56adaa6-5283-45c8-b1ef-6e087ffa5f6a,2024-02-12 11:42:41,1352.59,completed
69ef4b53-f81e-4979-8049-c2ac63a7a20d,aeba1cae-3ca7-4010-8665-db2ab334b479,2023-10-11 17:34:42,993.76,completed
46bdfd33-e3e9-44bd-8b86-8132f2c75d64,02a10692-b32b-4a19-8788-d1f465129817,2023-04-26 01:10:34,84.09,pending
a067c0ff-39b9-476f-9c8b-48b1c1791dc7,360cc98e-7efd-4434-b874-45b168269de6,2023-03-13 21:03:11,188.3,completed
48679dfd-45fd-4cb1-a64a-648da36857d9,106b893c-92cf-499d-826c-7149b1bae8d5,2023-06-06 17:50:38,902.02,completed
63509a76-2b54-4dbd-9be0-b12431a09bc1,5619372f-5952-4596-8e5c-9d48bf0871cf,2023-06-28 12:01:46,1245.15,pending
c5775e53-a1ff-42ea-a311-d4f5b8d2564e,e130e0f6-1d1e-407c-9803-2d5768f884ef,2024-01-17 22:51:57,2972.21,completed
b11c3500-f48b-48d7-bf60-697113623093,c03e7768-ea94-4bf8-b7ac-e85a93500611,2023-10-22 15:25:20,1892.31,completed
d04827e9-3e8f-426d-99a6-1210e63eec2a,8ec61653-7853-4a79-8b1d-0ae1ae1f8b12,2023-07-07 05:42:56,1418.09,completed
df9f739e-9f5a-4a8d-bdfe-b2faa5ac7d65,a3dcb5ba-9bd9-4e28-80fe-18497e0e7282,2023-06-05 20:08:43,2067.78,pending
f45a44ee-d898-44af-b020-622a2f66a55b,ede9671a-5a5c-4dbb-9f75-9c864c1dfa00,2023-11-30 07:16:49,2562.79,cancelled
0f08ecc9-2ff6-4a6f-a2a8-8a4ad2bc0a74,24150b15-7b5c-4862-87b6-1ce63c0a6a2b,2024-03-11 15:04:23,330.76,cancelled
0744ad00-efe6-4c7d-a349-7561779d1c6a,918983b0-2c2d-43d9-ad8c-f9b03e266273,2023-08-20 20:07:44,779.97,completed
9e9bc374-0955-4f94-9a91-7f7869fcc0ae,d8b13dfb-0cbc-4b14-aa42-5c515737b1d8,2023-01-05 02:49:26,936.48,pending
83f63dae-8416-4bc0-a121-abd96962a139,3fea3f5b-eaf3-4b1d-99b4-a33275627bd0,2024-03-12 09:57:06,2912.7,cancelled
02b8b0ff-292d-4ab5-aa95-947ddbb50c45,47f5084d-a972-4ade-87c5-ca3a6abbf0b3,2023-11-01 02:36:51,3022.96,cancelled
92d40608-839e-4f3e-b416-fdedf5682fbe,e41ece41-73b4-4057-8562-1deef42a091a,2023-10-10 11:57:02,2443.14,completed
08d5465a-72ae-4122-8f89-09d01c63548c,4df33b3c-5a86-47f0-9a77-0f381f65bd00,2024-01-10 13:01:44,348.09,cancelled
4b78d6c0-26b3-41e6-bec4-9d2b0137ee04,9f5551a7-022b-42b0-a1cb-0ba6e9a2f51b,2024-03-13 06:04:24,1710.7,cancelled
54205188-bb3a-4c38-8514-7d6fae238d5a,7bcb4b56-81d8-40a6-bee5-6289eb92c2b6,2023-10-11 06:05:38,1658.79,cancelled
b1481c89-a669-4a6f-9b19-ccea1d5849de,153489e4-8bc8-4e76-9c4c-05b85327ed80,2024-01-24 04:44:19,319.16,cancelled
8180f1a6-b12d-4be6-888e-252effa6fc9f,66bed07c-2385-4b98-a897-32106b07823c,2023-06-13 19:09:58,907.4,pending
33b0b420-82a4-4668-9e3f-5a23d9d4434d,a1692930-1c11-49db-9f85-1bf257f80881,2024-02-29 06:33:38,684.48,pending
99ebe21b-be31-46b7-be9e-0f0c35c3cd65,691bfeb2-6058-4b15-bb0a-c52c7b4ea309,2023-11-25 03:15:20,3355.19,pending
0ae66e9e-aa4c-43ac-9114-db1f5a57a09f,6da2d99a-546c-409e-b43a-7e56335a6bd0,2023-11-13 12:53:52,3041.35,cancelled
cde84ed0-1fd5-42c8-a6c0-794fc25d005f,c697901d-1cbd-4bca-a48b-c8ed59c9ca4b,2024-02-03 08:32:22,2481.81,completed
caa3dcfa-1424-4b59-80d3-a44cb74cdfc9,57630ce5-2f3e-49a4-8857-8e57ff787234,2023-11-21 03:33:13,910.78,cancelled
8346589e-d68b-4602-b251-e8f184b30d21,90936880-a14f-4343-b9d0-8390c29c9168,2023-08-15 12:07:54,3005.28,cancelled
20611d46-b7bd-48e3-b71d-0f2f5fa61db9,1853d6d0-c73a-4a24-9778-372b85e5c3da,2023-12-05 06:42:02,1712.5,cancelled
7cd00f7d-8b74-404e-91f7-3fb7aa532efc,42bec98e-0c8d-4edc-8f34-f9e9f097c7f5,2023-03-13 08:43:25,588.28,completed
d71cf952-a20b-4837-8fd3-21d6f18e5db5,e6773201-b652-4513-83a9-e8ed5e56c763,2023-12-26 01:49:38,1349.92,completed
45d9ad64-9390-4641-b584-9ebf25e68065,0c59b707-562e-4ae7-b732-f1c0a339ab6c,2023-04-24 02:54:39,2002.27,cancelled
d552de83-66a1-474a-8f8b-0e6608544aee,cf71a4ab-3a75-4e34-ae2c-58d3cba71cce,2024-02-26 17:48:25,1680.25,completed
df4bcbef-01e0-4195-be7f-ee6ad70c79a4,c98de4c0-2cac-483a-a55f-f97d99376627,2023-08-01 21:47:27,1997.37,completed
51d610dd-6718-484a-8c02-11490d24ebcc,bd2fb310-7f0a-40ce-965b-b43fca4761e9,2023-02-22 05:33:19,304.0,pending
89032ca5-f9ed-4015-ab76-5fb09e1940ad,35e658ec-fd63-445e-b4ee-1a78f001f644,2023-07-06 13:10:49,18.69,completed
